QuestionText,AnswerText,Tags
What's your go-to jewelry for a interview in winter?,casual blue linen jewelry,"jewelry,casual,blue,linen,interview,winter,sporty,running,breathable,women"
Describe a oxfords suitable for party during spring.,athleisure brown leather oxfords,"oxfords,athleisure,brown,leather,party,spring,ethnic,embroidered,men,women"
Describe a oxfords suitable for concert during spring.,preppy red denim oxfords,"oxfords,preppy,red,denim,concert,spring,weekend,logo,pastel,men,women"
Describe a oxfords suitable for indoor during winter.,vintage purple wool oxfords,"oxfords,vintage,purple,wool,indoor,winter,training,moisture-wicking,grey,men,women"
What jacket do you wear for concert in summer?,boho white denim jacket,"jacket,boho,white,denim,concert,summer,traditional,men,women"
What's your go-to oxfords for a outdoor in spring?,vintage red wool oxfords,"oxfords,vintage,red,wool,outdoor,spring,leather,men,women"
Describe a oxfords suitable for wedding during spring.,casual purple denim oxfords,"oxfords,casual,purple,denim,wedding,spring,lightweight,everyday,cream,men,women"
Which boots would you choose for a outdoor in winter?,preppy black cotton boots,"boots,preppy,black,cotton,outdoor,winter,beige,men,women"
What's your go-to jewelry for a interview in winter?,elegant blue suede jewelry,"jewelry,elegant,blue,suede,interview,winter,running,tank-top,lightweight,women"
What pants do you wear for office in spring?,athleisure gray cotton pants,"pants,athleisure,gray,cotton,office,spring,overcoat,gray,men,women"
Describe a jacket suitable for wedding during autumn.,casual red suede jacket,"jacket,casual,red,suede,wedding,autumn,printed,fun,men,women"
Describe a blazer suitable for party during spring.,boho red linen blazer,"blazer,boho,red,linen,party,spring,classic,loafers,brown,men,women"
Describe a pants suitable for wedding during winter.,formal blue cotton pants,"pants,formal,blue,cotton,wedding,winter,ethnic,embroidered,men,women"
Which sneakers would you choose for a concert in autumn?,elegant pink denim sneakers,"sneakers,elegant,pink,denim,concert,autumn,relaxed,floral,men,women"
Describe a scarf suitable for date during autumn.,boho purple silk scarf,"scarf,boho,purple,silk,date,autumn,embroidered,premium,men,women"
Which jacket would you choose for a indoor in autumn?,athleisure yellow nylon jacket,"jacket,athleisure,yellow,nylon,indoor,autumn,slimfit,darkwash,relaxed,everyday,light-wash,urban,distressed,tapered,classic,straightfit,indigo,highrise,faded,men,women"
What jacket do you wear for date in autumn?,elegant red nylon jacket,"jacket,elegant,red,nylon,date,autumn,training,t-shirt,performance,men,women"
What's your go-to jacket for a outdoor in autumn?,elegant gray suede jacket,"jacket,elegant,gray,suede,outdoor,autumn,leather,men,women"
Describe a oxfords suitable for office during summer.,vintage brown leather oxfords,"oxfords,vintage,brown,leather,office,summer,distressed,cool,men,women"
What suit do you wear for interview in winter?,casual purple wool suit,"suit,casual,purple,wool,interview,winter,relaxed,floral,men"
What suit do you wear for wedding in summer?,athleisure white leather suit,"suit,athleisure,white,leather,wedding,summer,training,moisture-wicking,grey,men"
Which pants would you choose for a casual in autumn?,preppy purple cotton pants,"pants,preppy,purple,cotton,casual,autumn,skinny,stretch,rugged,bootcut,stone-wash,modern,cropped,skinny,daily,function,men,women"
Which pants would you choose for a wedding in summer?,boho gray suede pants,"pants,boho,gray,suede,wedding,summer,preppy,fitted,maroon,men,women"
What's your go-to scarf for a casual in summer?,preppy green cotton scarf,"scarf,preppy,green,cotton,casual,summer,chill,vintage,washed,men,women"
What's your go-to blazer for a party in autumn?,vintage green leather blazer,"blazer,vintage,green,leather,party,autumn,high-top,trendy,men,women"
Describe a scarf suitable for outdoor during winter.,preppy yellow suede scarf,"scarf,preppy,yellow,suede,outdoor,winter,classic,collar,navy,men,women"
What sneakers do you wear for wedding in spring?,preppy purple nylon sneakers,"sneakers,preppy,purple,nylon,wedding,spring,swimwear gray,men,women"
What boots do you wear for concert in autumn?,grunge green silk boots,"boots,grunge,green,silk,concert,autumn,weekend,logo,pastel,men,women"
What sneakers do you wear for wedding in winter?,casual purple nylon sneakers,"sneakers,casual,purple,nylon,wedding,winter,navy,men,women"
Which jacket would you choose for a wedding in winter?,boho brown wool jacket,"jacket,boho,brown,wool,wedding,winter,crew-neck,soft-touch,men,women"
What's your go-to oxfords for a office in spring?,formal red suede oxfords,"oxfords,formal,red,suede,office,spring,sporty,active,men,women"
What skirt do you wear for interview in autumn?,formal gray denim skirt,"skirt,formal,gray,denim,interview,autumn,classic,collar,navy,women"
Which pants would you choose for a party in autumn?,preppy white wool pants,"pants,preppy,white,wool,party,autumn,everyday,soft-touch,regular-fit,workwear,striped,executive,slim-fit,professional,men,women"
Which skirt would you choose for a outdoor in autumn?,elegant purple wool skirt,"skirt,elegant,purple,wool,outdoor,autumn,laid-back,slogan,bold,women"
What pants do you wear for date in winter?,athleisure white denim pants,"pants,athleisure,white,denim,date,winter,relaxed,striped,soft-touch,men,women"
What jacket do you wear for casual in summer?,formal green denim jacket,"jacket,formal,green,denim,casual,summer,classic,loafers,brown,men,women"
What scarf do you wear for party in winter?,preppy brown nylon scarf,"scarf,preppy,brown,nylon,party,winter,gymwear,relaxed,bold,men,women"
Describe a skirt suitable for wedding during winter.,formal brown denim skirt,"skirt,formal,brown,denim,wedding,winter,everyday,soft-touch,regular-fit,workwear,striped,executive,slim-fit,professional,women"
Which jacket would you choose for a interview in summer?,formal green nylon jacket,"jacket,formal,green,nylon,interview,summer,pastel,logo,men,women"
Which pants would you choose for a date in spring?,casual black leather pants,"pants,casual,black,leather,date,spring,slimfit,darkwash,relaxed,everyday,light-wash,urban,distressed,tapered,classic,straightfit,indigo,highrise,faded,men,women"
What's your go-to sneakers for a wedding in summer?,preppy blue nylon sneakers,"sneakers,preppy,blue,nylon,wedding,summer,skinny,stretch,rugged,bootcut,stone-wash,modern,cropped,skinny,daily,function,men,women"
Describe a oxfords suitable for office during summer.,vintage black silk oxfords,"oxfords,vintage,black,silk,office,summer,fitness,leggings,stretch,men,women"
Which jacket would you choose for a office in autumn?,athleisure pink denim jacket,"jacket,athleisure,pink,denim,office,autumn,rugged,boots,durable,men,women"
Which pants would you choose for a casual in autumn?,boho black leather pants,"pants,boho,black,leather,casual,autumn,printed,fun,men,women"
What's your go-to jewelry for a wedding in summer?,formal brown wool jewelry,"jewelry,formal,brown,wool,wedding,summer,sporty,running,breathable,women"
Which sneakers would you choose for a concert in winter?,grunge green cotton sneakers,"sneakers,grunge,green,cotton,concert,winter,overcoat,gray,men,women"
What's your go-to jacket for a date in autumn?,casual brown nylon jacket,"jacket,casual,brown,nylon,date,autumn,traditional,men,women"
What's your go-to blazer for a concert in summer?,boho red wool blazer,"blazer,boho,red,wool,concert,summer,round-neck,men,women"
Which sneakers would you choose for a date in summer?,boho purple linen sneakers,"sneakers,boho,purple,linen,date,summer,sporty,mesh,quick-dry,men,women"
Describe a oxfords suitable for wedding during spring.,grunge green suede oxfords,"oxfords,grunge,green,suede,wedding,spring,gymwear,relaxed,bold,men,women"
Describe a jacket suitable for casual during summer.,boho brown suede jacket,"jacket,boho,brown,suede,casual,summer,smart-,pique,men,women"
What's your go-to boots for a date in autumn?,formal red leather boots,"boots,formal,red,leather,date,autumn,training,t-shirt,performance,men,women"
Which skirt would you choose for a office in summer?,vintage yellow linen skirt,"skirt,vintage,yellow,linen,office,summer,bright,red,neutral,weekend,plaid,everyday,short-sleeve,women"
Describe a pants suitable for interview during winter.,formal red cotton pants,"pants,formal,red,cotton,interview,winter,ethnic,embroidered,men,women"
What jewelry do you wear for outdoor in autumn?,elegant white wool jewelry,"jewelry,elegant,white,wool,outdoor,autumn,classic,plain,navy,women"
What's your go-to jewelry for a interview in summer?,elegant red suede jewelry,"jewelry,elegant,red,suede,interview,summer,business,checked,gray,full-sleeve,workwear,button-up,navy,regular-fit,solid,women"
Which sneakers would you choose for a casual in winter?,vintage green silk sneakers,"sneakers,vintage,green,silk,casual,winter,short-sleeve,men,women"
What skirt do you wear for wedding in summer?,boho yellow suede skirt,"skirt,boho,yellow,suede,wedding,summer,chill,vintage,washed,women"
What's your go-to suit for a outdoor in autumn?,vintage white denim suit,"suit,vintage,white,denim,outdoor,autumn,navy,men"
What's your go-to scarf for a date in summer?,elegant gray suede scarf,"scarf,elegant,gray,suede,date,summer,printed,fun,men,women"
Describe a boots suitable for outdoor during summer.,vintage red nylon boots,"boots,vintage,red,nylon,outdoor,summer,fitness,leggings,stretch,men,women"
What's your go-to suit for a indoor in spring?,preppy brown suede suit,"suit,preppy,brown,suede,indoor,spring,joggers,men"
Describe a blazer suitable for outdoor during summer.,grunge white silk blazer,"blazer,grunge,white,silk,outdoor,summer,simple,regular-fit,brown,men,women"
Describe a blazer suitable for interview during summer.,vintage pink cotton blazer,"blazer,vintage,pink,cotton,interview,summer,beige,men,women"
Describe a scarf suitable for wedding during autumn.,vintage white cotton scarf,"scarf,vintage,white,cotton,wedding,autumn,traditional,men,women"
What's your go-to pants for a casual in autumn?,athleisure brown suede pants,"pants,athleisure,brown,suede,casual,autumn,,men,women"
Which boots would you choose for a casual in autumn?,athleisure gray cotton boots,"boots,athleisure,gray,cotton,casual,autumn,bright,red,neutral,weekend,plaid,everyday,short-sleeve,men,women"
Describe a suit suitable for party during autumn.,formal white nylon suit,"suit,formal,white,nylon,party,autumn,bright,red,neutral,weekend,plaid,everyday,short-sleeve,men"
Describe a skirt suitable for office during winter.,vintage blue nylon skirt,"skirt,vintage,blue,nylon,office,winter,rugged,boots,durable,women"
What's your go-to skirt for a party in winter?,grunge blue suede skirt,"skirt,grunge,blue,suede,party,winter,outdoor,parka,olive,women"
Which jewelry would you choose for a interview in spring?,preppy blue leather jewelry,"jewelry,preppy,blue,leather,interview,spring,business,checked,gray,full-sleeve,workwear,button-up,navy,regular-fit,solid,women"
What's your go-to oxfords for a indoor in winter?,grunge white cotton oxfords,"oxfords,grunge,white,cotton,indoor,winter,crew-neck,soft-touch,men,women"
What's your go-to scarf for a indoor in summer?,grunge pink leather scarf,"scarf,grunge,pink,leather,indoor,summer,relaxed,striped,soft-touch,men,women"
Which scarf would you choose for a concert in spring?,grunge green nylon scarf,"scarf,grunge,green,nylon,concert,spring,smart-,pique,men,women"
Describe a boots suitable for outdoor during summer.,preppy green cotton boots,"boots,preppy,green,cotton,outdoor,summer,sporty,breathable,men,women"
Which pants would you choose for a wedding in spring?,formal purple wool pants,"pants,formal,purple,wool,wedding,spring,sneakers,men,women"
Describe a boots suitable for outdoor during summer.,boho pink suede boots,"boots,boho,pink,suede,outdoor,summer,classic,loafers,brown,men,women"
What's your go-to jewelry for a date in autumn?,athleisure blue nylon jewelry,"jewelry,athleisure,blue,nylon,date,autumn,lightweight,everyday,printed,laid-back,solid,pastel,relaxed,floral,trendy,washed-look,women"
What's your go-to blazer for a interview in autumn?,casual purple suede blazer,"blazer,casual,purple,suede,interview,autumn,relaxed,floral,men,women"
Describe a skirt suitable for office during spring.,preppy red cotton skirt,"skirt,preppy,red,cotton,office,spring,semi-,self-print,grey,women"
What skirt do you wear for interview in spring?,preppy red nylon skirt,"skirt,preppy,red,nylon,interview,spring,classic,collar,navy,women"
What jacket do you wear for date in summer?,formal blue nylon jacket,"jacket,formal,blue,nylon,date,summer,swimwear gray,men,women"
What oxfords do you wear for interview in winter?,boho gray wool oxfords,"oxfords,boho,gray,wool,interview,winter,classic,collar,navy,men,women"
Describe a jacket suitable for party during winter.,boho brown wool jacket,"jacket,boho,brown,wool,party,winter,joggers,men,women"
What's your go-to pants for a casual in spring?,athleisure green nylon pants,"pants,athleisure,green,nylon,casual,spring,sporty,active,men,women"
What's your go-to skirt for a concert in winter?,casual pink nylon skirt,"skirt,casual,pink,nylon,concert,winter,classic,plain,navy,women"
What jewelry do you wear for outdoor in autumn?,formal yellow wool jewelry,"jewelry,formal,yellow,wool,outdoor,autumn,workout,sleeveless,mesh,women"
What scarf do you wear for indoor in summer?,athleisure red silk scarf,"scarf,athleisure,red,silk,indoor,summer,festive,off-,men,women"
Describe a scarf suitable for indoor during autumn.,athleisure pink cotton scarf,"scarf,athleisure,pink,cotton,indoor,autumn,sporty,mesh,quick-dry,men,women"
Which boots would you choose for a date in spring?,formal green cotton boots,"boots,formal,green,cotton,date,spring,short-sleeve,everyday,relaxed-fit,oversized,print,men,women"
What blazer do you wear for party in autumn?,athleisure white silk blazer,"blazer,athleisure,white,silk,party,autumn,relaxed,striped,soft-touch,men,women"
What's your go-to skirt for a indoor in autumn?,athleisure pink leather skirt,"skirt,athleisure,pink,leather,indoor,autumn,leather,women"
What's your go-to scarf for a concert in winter?,athleisure red nylon scarf,"scarf,athleisure,red,nylon,concert,winter,leather,men,women"
What's your go-to scarf for a office in spring?,vintage purple silk scarf,"scarf,vintage,purple,silk,office,spring,slip-on,canvas,men,women"
What sneakers do you wear for outdoor in winter?,athleisure yellow linen sneakers,"sneakers,athleisure,yellow,linen,outdoor,winter,urban,men,women"
What scarf do you wear for wedding in winter?,elegant red leather scarf,"scarf,elegant,red,leather,wedding,winter,printed,fun,men,women"
What's your go-to jacket for a outdoor in summer?,preppy black denim jacket,"jacket,preppy,black,denim,outdoor,summer,simple,regular-fit,brown,men,women"
Which pants would you choose for a concert in summer?,boho blue silk pants,"pants,boho,blue,silk,concert,summer,distressed,cool,men,women"
What's your go-to sneakers for a wedding in autumn?,athleisure red suede sneakers,"sneakers,athleisure,red,suede,wedding,autumn,slimfit,darkwash,relaxed,everyday,light-wash,urban,distressed,tapered,classic,straightfit,indigo,highrise,faded,men,women"
What's your go-to boots for a party in spring?,elegant pink silk boots,"boots,elegant,pink,silk,party,spring,sneakers,men,women"
Which scarf would you choose for a date in autumn?,elegant blue wool scarf,"scarf,elegant,blue,wool,date,autumn,running,tank-top,lightweight,men,women"
What's your go-to jewelry for a party in autumn?,elegant purple leather jewelry,"jewelry,elegant,purple,leather,party,autumn,ethnic,embroidered,women"
What's your go-to sneakers for a office in summer?,formal blue cotton sneakers,"sneakers,formal,blue,cotton,office,summer,joggers,men,women"
Describe a jacket suitable for concert during winter.,vintage blue suede jacket,"jacket,vintage,blue,suede,concert,winter,short-sleeve,men,women"
Describe a pants suitable for outdoor during spring.,boho red leather pants,"pants,boho,red,leather,outdoor,spring,active,breathable,quick-dry,men,women"
What's your go-to pants for a concert in autumn?,athleisure pink wool pants,"pants,athleisure,pink,wool,concert,autumn,crew-neck,soft-touch,men,women"
Which skirt would you choose for a party in spring?,elegant blue wool skirt,"skirt,elegant,blue,wool,party,spring,relaxed,floral,women"
Describe a jacket suitable for casual during autumn.,athleisure black nylon jacket,"jacket,athleisure,black,nylon,casual,autumn,,men,women"
Describe a scarf suitable for indoor during autumn.,grunge red wool scarf,"scarf,grunge,red,wool,indoor,autumn,lounge,soft,comfy,men,women"
Which jewelry would you choose for a concert in winter?,vintage yellow leather jewelry,"jewelry,vintage,yellow,leather,concert,winter,embroidered,premium,women"
Which pants would you choose for a indoor in spring?,athleisure white nylon pants,"pants,athleisure,white,nylon,indoor,spring,fitness,leggings,stretch,men,women"
What's your go-to sneakers for a date in winter?,boho purple nylon sneakers,"sneakers,boho,purple,nylon,date,winter,pastel,logo,men,women"
What pants do you wear for concert in summer?,elegant gray silk pants,"pants,elegant,gray,silk,concert,summer,sporty,fitted,navy,men,women"
What's your go-to jewelry for a date in winter?,boho brown nylon jewelry,"jewelry,boho,brown,nylon,date,winter,distressed,cool,women"
What's your go-to boots for a party in spring?,vintage yellow nylon boots,"boots,vintage,yellow,nylon,party,spring,business,trench,beige,men,women"
Describe a jewelry suitable for wedding during summer.,grunge purple linen jewelry,"jewelry,grunge,purple,linen,wedding,summer,pastel,logo,women"
What skirt do you wear for interview in winter?,boho black suede skirt,"skirt,boho,black,suede,interview,winter,round-neck,women"
Which skirt would you choose for a casual in spring?,formal green nylon skirt,"skirt,formal,green,nylon,casual,spring,sporty,running,breathable,women"
Which pants would you choose for a outdoor in winter?,vintage green denim pants,"pants,vintage,green,denim,outdoor,winter,relaxed,striped,soft-touch,men,women"
Describe a oxfords suitable for wedding during autumn.,athleisure yellow wool oxfords,"oxfords,athleisure,yellow,wool,wedding,autumn,chill,vintage,washed,men,women"
Which blazer would you choose for a party in spring?,casual blue suede blazer,"blazer,casual,blue,suede,party,spring,running,tank-top,lightweight,men,women"
What's your go-to jacket for a wedding in autumn?,boho green denim jacket,"jacket,boho,green,denim,wedding,autumn,crew-neck,soft-touch,men,women"
What's your go-to boots for a interview in summer?,elegant pink wool boots,"boots,elegant,pink,wool,interview,summer,classic,plain,navy,men,women"
Describe a boots suitable for party during autumn.,elegant black nylon boots,"boots,elegant,black,nylon,party,autumn,classic,collar,navy,men,women"
What's your go-to scarf for a date in winter?,grunge green suede scarf,"scarf,grunge,green,suede,date,winter,traditional,men,women"
What's your go-to boots for a casual in winter?,casual brown denim boots,"boots,casual,brown,denim,casual,winter,sporty,active,men,women"
What blazer do you wear for wedding in autumn?,boho brown linen blazer,"blazer,boho,brown,linen,wedding,autumn,overcoat,gray,men,women"
Which scarf would you choose for a indoor in spring?,casual blue leather scarf,"scarf,casual,blue,leather,indoor,spring,breathable,solid-color,men,women"
What scarf do you wear for wedding in winter?,formal black suede scarf,"scarf,formal,black,suede,wedding,winter,training,moisture-wicking,grey,men,women"
Describe a pants suitable for party during summer.,athleisure red cotton pants,"pants,athleisure,red,cotton,party,summer,printed,fun,men,women"
Describe a skirt suitable for interview during summer.,athleisure yellow silk skirt,"skirt,athleisure,yellow,silk,interview,summer,classic,collar,navy,women"
Which jacket would you choose for a casual in winter?,elegant brown cotton jacket,"jacket,elegant,brown,cotton,casual,winter,ethnic,embroidered,men,women"
Which suit would you choose for a outdoor in summer?,grunge blue suede suit,"suit,grunge,blue,suede,outdoor,summer,joggers,men"
Which jacket would you choose for a concert in winter?,elegant yellow denim jacket,"jacket,elegant,yellow,denim,concert,winter,festive,off-,men,women"
What scarf do you wear for outdoor in spring?,casual purple suede scarf,"scarf,casual,purple,suede,outdoor,spring,classic,plain,navy,men,women"
What's your go-to scarf for a date in summer?,grunge black suede scarf,"scarf,grunge,black,suede,date,summer,sporty,breathable,men,women"
What's your go-to jewelry for a interview in autumn?,formal pink cotton jewelry,"jewelry,formal,pink,cotton,interview,autumn,breathable,solid-color,women"
What's your go-to skirt for a date in spring?,casual purple leather skirt,"skirt,casual,purple,leather,date,spring,breathable,solid-color,women"
What sneakers do you wear for office in autumn?,formal green cotton sneakers,"sneakers,formal,green,cotton,office,autumn,distressed,cool,men,women"
Which pants would you choose for a date in winter?,casual black denim pants,"pants,casual,black,denim,date,winter,slimfit,darkwash,relaxed,everyday,light-wash,urban,distressed,tapered,classic,straightfit,indigo,highrise,faded,men,women"
Which blazer would you choose for a party in autumn?,preppy white linen blazer,"blazer,preppy,white,linen,party,autumn,festive,off-,men,women"
What's your go-to scarf for a outdoor in autumn?,casual green leather scarf,"scarf,casual,green,leather,outdoor,autumn,joggers,men,women"
What's your go-to suit for a concert in autumn?,grunge pink nylon suit,"suit,grunge,pink,nylon,concert,autumn,active,breathable,quick-dry,men"
Describe a jewelry suitable for wedding during winter.,casual gray denim jewelry,"jewelry,casual,gray,denim,wedding,winter,smart-,pique,women"
What's your go-to pants for a interview in autumn?,elegant green silk pants,"pants,elegant,green,silk,interview,autumn,gymwear,relaxed,bold,men,women"
What sneakers do you wear for interview in winter?,boho green nylon sneakers,"sneakers,boho,green,nylon,interview,winter,sporty,fitted,navy,men,women"
What's your go-to jewelry for a casual in spring?,athleisure yellow silk jewelry,"jewelry,athleisure,yellow,silk,casual,spring,sporty,fitted,navy,women"
What's your go-to scarf for a party in spring?,grunge red cotton scarf,"scarf,grunge,red,cotton,party,spring,classic,collar,navy,men,women"
Describe a suit suitable for concert during spring.,preppy gray nylon suit,"suit,preppy,gray,nylon,concert,spring,workout,sleeveless,mesh,men"
What oxfords do you wear for concert in spring?,preppy purple leather oxfords,"oxfords,preppy,purple,leather,concert,spring,classic,plain,navy,men,women"
Describe a jacket suitable for indoor during summer.,athleisure pink wool jacket,"jacket,athleisure,pink,wool,indoor,summer,high-top,trendy,men,women"
Which suit would you choose for a office in autumn?,grunge yellow cotton suit,"suit,grunge,yellow,cotton,office,autumn,plain,olive,men"
Describe a blazer suitable for date during spring.,vintage blue nylon blazer,"blazer,vintage,blue,nylon,date,spring,sporty,breathable,men,women"
What's your go-to blazer for a wedding in spring?,vintage green suede blazer,"blazer,vintage,green,suede,wedding,spring,breathable,solid-color,men,women"
Describe a jacket suitable for office during autumn.,boho yellow leather jacket,"jacket,boho,yellow,leather,office,autumn,preppy,fitted,maroon,men,women"
What pants do you wear for date in autumn?,casual gray silk pants,"pants,casual,gray,silk,date,autumn,chill,vintage,washed,men,women"
Which oxfords would you choose for a date in winter?,elegant gray nylon oxfords,"oxfords,elegant,gray,nylon,date,winter,beige,men,women"
Which skirt would you choose for a indoor in spring?,athleisure gray leather skirt,"skirt,athleisure,gray,leather,indoor,spring,workout,sleeveless,mesh,women"
What's your go-to jacket for a casual in spring?,athleisure purple cotton jacket,"jacket,athleisure,purple,cotton,casual,spring,joggers,men,women"
What jewelry do you wear for casual in winter?,elegant white denim jewelry,"jewelry,elegant,white,denim,casual,winter,festive,off-,women"
What's your go-to blazer for a concert in spring?,grunge white leather blazer,"blazer,grunge,white,leather,concert,spring,sporty,active,men,women"
What's your go-to jewelry for a party in summer?,athleisure purple cotton jewelry,"jewelry,athleisure,purple,cotton,party,summer,swimwear gray,women"
Describe a blazer suitable for indoor during spring.,athleisure yellow linen blazer,"blazer,athleisure,yellow,linen,indoor,spring,rugged,boots,durable,men,women"
What's your go-to suit for a party in summer?,vintage green suede suit,"suit,vintage,green,suede,party,summer,sporty,breathable,men"
Which jewelry would you choose for a wedding in spring?,casual black linen jewelry,"jewelry,casual,black,linen,wedding,spring,simple,regular-fit,brown,women"
What jacket do you wear for outdoor in winter?,vintage pink suede jacket,"jacket,vintage,pink,suede,outdoor,winter,gymwear,relaxed,bold,men,women"
Which pants would you choose for a casual in winter?,grunge green silk pants,"pants,grunge,green,silk,casual,winter,breathable,solid-color,men,women"
Which jewelry would you choose for a office in autumn?,casual red wool jewelry,"jewelry,casual,red,wool,office,autumn,sporty,running,breathable,women"
Describe a blazer suitable for interview during autumn.,vintage yellow silk blazer,"blazer,vintage,yellow,silk,interview,autumn,overcoat,gray,men,women"
What's your go-to boots for a indoor in winter?,athleisure gray cotton boots,"boots,athleisure,gray,cotton,indoor,winter,business,trench,beige,men,women"
What jacket do you wear for casual in winter?,grunge white denim jacket,"jacket,grunge,white,denim,casual,winter,,men,women"
What's your go-to boots for a date in spring?,athleisure gray denim boots,"boots,athleisure,gray,denim,date,spring,training,moisture-wicking,grey,men,women"
What's your go-to jewelry for a casual in summer?,grunge red leather jewelry,"jewelry,grunge,red,leather,casual,summer,padded,women"
Which skirt would you choose for a date in autumn?,formal green cotton skirt,"skirt,formal,green,cotton,date,autumn,rugged,boots,durable,women"
Describe a jewelry suitable for office during autumn.,vintage yellow wool jewelry,"jewelry,vintage,yellow,wool,office,autumn,sporty,breathable,women"
